model_index,root_id,cell_type,super_class,side,hz_sugar,hz_bitter,hz_outside,hz_final_200ms,driven,is_readout
56459,720575940622695448,CB0248,central,right,137.1,137.1,1.0,13.6,False,False
82138,720575940627383685,CB0248,central,left,121.4,120.0,1.0,9.1,False,False
49584,720575940621502051,LB3,sensory,left,117.1,115.7,0.0,0.0,True,False
126873,720575940639332736,LB3,sensory,left,113.6,115.7,0.0,13.6,True,False
110469,720575940632889389,LB3,sensory,left,112.9,105.7,0.0,18.2,True,False
95808,720575940629888530,CB0192,central,left,110.0,108.6,2.0,9.1,False,False
32863,720575940617937543,LB3,sensory,left,108.6,108.6,0.0,4.5,True,False
129730,720575940640649691,LB3,sensory,left,106.4,117.1,0.0,13.6,True,False
12494,720575940611875570,LB3,sensory,left,105.7,105.7,0.0,13.6,True,False
108426,720575940632425919,LB3,sensory,left,104.3,100.0,0.0,9.1,True,False
14842,720575940612670570,LB3,sensory,left,102.1,92.9,0.0,13.6,True,False
111357,720575940633143833,LB3,sensory,left,102.1,105.7,0.0,4.5,True,False
97602,720575940630233916,LB3,sensory,left,101.4,105.7,0.0,9.1,True,False
100605,720575940630797113,LB3,sensory,left,100.7,97.1,0.0,0.0,True,False
28825,720575940616885538,LB3,sensory,left,100.0,98.6,0.0,0.0,True,False
69093,720575940624963786,LB3,sensory,left,98.6,94.3,0.0,4.5,True,False
122795,720575940637568838,LB3,sensory,left,97.9,88.6,0.0,0.0,True,False
124291,720575940638202345,LB3,sensory,left,97.1,100.0,0.0,9.1,True,False
126600,720575940639198653,LB3,sensory,left,95.7,100.0,0.0,4.5,True,False
33909,720575940618165019,CB0700,motor,left,92.9,24.3,10.0,0.0,False,False
51107,720575940621754367,LB3,sensory,left,92.9,91.4,0.0,0.0,True,False
100978,720575940630868793,CB0700,motor,right,92.1,22.9,10.0,0.0,False,False
41254,720575940619973712,CB0118,central,left,90.7,72.9,1.0,9.1,False,False
75279,720575940626191306,CB0445,central,left,90.0,88.6,0.0,9.1,False,False
29281,720575940617000768,LB3,sensory,left,89.3,97.1,0.0,13.6,True,False
92115,720575940629146711,LB1c,sensory,left,87.9,175.7,0.0,22.7,True,False
92298,720575940629176663,LB3,sensory,left,87.1,90.0,0.0,13.6,True,False
137208,720575940652580086,CB0020,central,left,87.1,81.4,1.0,4.5,False,False
8842,720575940610259370,"LB1a,LB1d",sensory,left,87.1,174.3,0.0,4.5,True,False
129625,720575940640589171,DNge031,descending,left,85.7,55.7,3.0,0.0,False,False
90589,720575940628853239,LB3,sensory,left,85.7,87.1,0.0,4.5,True,False
95222,720575940629778554,MNx01,motor,right,85.7,20.0,8.0,0.0,False,False
109395,720575940632648612,CB0008,central,left,85.7,87.1,1.0,9.1,False,False
75720,720575940626287336,"LB1a,LB1d",sensory,left,84.3,168.6,0.0,27.3,True,False
97406,720575940630195909,"LB1a,LB1d",sensory,left,82.1,164.3,0.0,9.1,True,False
134614,720575940645743412,LB1c,sensory,left,81.4,162.9,0.0,22.7,True,False
20999,720575940614635175,CB0159,central,right,81.4,162.9,0.0,18.2,False,False
134999,720575940646212996,LB1b,sensory,left,81.4,162.9,0.0,9.1,True,False
44067,720575940620553094,CB0159,central,left,79.3,158.6,0.0,13.6,False,False
16201,720575940613061118,LB1c,sensory,left,77.9,155.7,0.0,9.1,True,False
83255,720575940627578156,LB1c,sensory,left,77.1,154.3,0.0,18.2,True,False
9255,720575940610481370,LB1c,sensory,left,77.1,154.3,0.0,9.1,True,False
51269,720575940621778381,LB1b,sensory,left,75.7,151.4,0.0,13.6,True,False
83832,720575940627692048,"LB1a,LB1d",sensory,left,75.7,151.4,0.0,18.2,True,False
19845,720575940614281266,LB1c,sensory,left,75.7,151.4,0.0,4.5,True,False
124039,720575940638103349,CB0499,central,left,75.0,71.4,2.0,4.5,False,False
21518,720575940614763666,CB0366,central,left,75.0,75.7,0.0,9.1,False,False
446,720575940604027168,"LB1a,LB1d",sensory,left,72.9,145.7,0.0,22.7,True,False
9258,720575940610483162,LB1b,sensory,left,71.4,142.9,0.0,9.1,True,False
38209,720575940619197093,LB1c,sensory,left,70.7,141.4,0.0,9.1,True,False
55,720575940602353632,LB1c,sensory,left,70.7,141.4,0.0,9.1,True,False
54260,720575940622298631,LB1c,sensory,left,69.3,138.6,0.0,18.2,True,False
29627,720575940617094208,"LB1a,LB1d",sensory,left,67.9,135.7,0.0,13.6,True,False
37530,720575940619028208,"LB1a,LB1d",sensory,left,66.4,132.9,0.0,13.6,True,False
46787,720575940621008895,"LB1a,LB1d",sensory,left,66.4,132.9,0.0,9.1,True,False
15635,720575940612906518,CB0480,central,right,65.7,60.0,1.0,4.5,False,False
45977,720575940620874757,CB0616,central,left,65.0,67.1,0.0,4.5,False,False
67186,720575940624600840,CB0219,central,left,65.0,121.4,1.0,13.6,False,False
89150,720575940628598121,CB4055,central,left,61.4,15.7,7.0,0.0,False,False
26115,720575940616103218,CB0062,central,left,60.0,60.0,0.0,4.5,False,False
126804,720575940639285949,CB0480,central,left,59.3,51.4,1.0,9.1,False,False
107061,720575940632118156,CB4055,central,right,59.3,14.3,7.0,0.0,False,False
89930,720575940628743752,MN10,motor,right,57.9,14.3,6.0,0.0,False,False
3959,720575940606866377,DNg103,descending,right,57.9,58.6,1.0,4.5,False,False
69593,720575940625045180,CB0910,central,right,57.9,12.9,7.0,0.0,False,False
25808,720575940616018956,CB0568,central,left,55.0,35.7,2.0,4.5,False,False
115694,720575940634645600,CB4055,central,left,54.3,12.9,6.0,0.0,False,False
8482,720575940610054980,CB0724,central,left,54.3,14.3,7.0,0.0,False,False
78626,720575940626835146,CB0277,central,left,52.9,44.3,3.0,4.5,False,False
111912,720575940633277209,CB0118,central,right,51.4,34.3,0.0,0.0,False,False
117657,720575940635360924,CB0708,motor,right,51.4,12.9,5.0,0.0,False,False
86342,720575940628114684,AN_GNG_68,ascending,left,48.6,50.0,0.0,4.5,False,False
73668,720575940625875504,?,central,right,48.6,7.1,6.0,0.0,False,False
119469,720575940636053678,CB0419,central,left,47.9,42.9,1.0,4.5,False,False
53184,720575940622116705,CB0070,central,left,47.9,51.4,1.0,4.5,False,False
