model_index,root_id,cell_type,super_class,side,hz_ORN_DM4+ORN_DM2,hz_ORN_DA2,hz_outside,hz_final_200ms,driven,is_readout
123423,720575940637822323,KCab,central,left,104.3,107.1,81.2,104.5,False,False
115058,720575940634362999,KCab,central,right,104.3,107.1,80.0,104.5,False,False
134631,720575940645759523,KCab,central,right,104.3,108.6,80.6,109.1,False,False
96789,720575940630069504,CB1860,central,right,104.3,105.7,80.6,104.5,False,False
96783,720575940630067816,KCab,central,right,104.3,105.7,78.8,104.5,False,False
77713,720575940626676120,KCab,central,right,104.3,105.7,78.8,104.5,False,False
37419,720575940618997297,KCg-m,central,right,104.3,108.6,80.0,104.5,False,False
88224,720575940628425990,CB0196,central,right,104.3,112.9,79.4,104.5,False,False
32963,720575940617957937,KCab,central,left,104.3,105.7,79.4,100.0,False,False
94328,720575940629585602,MBON10,central,right,104.3,110.0,81.9,109.1,False,False
5594,720575940608158300,KCg-m,central,left,104.3,107.1,80.0,104.5,False,False
87762,720575940628355843,KCg-m,central,left,104.3,104.3,78.8,104.5,False,False
32862,720575940617937437,KCg-m,central,right,104.3,105.7,80.0,109.1,False,False
63567,720575940623962516,KCg-m,central,left,104.3,107.1,79.4,104.5,False,False
21598,720575940614784918,KCg-m,central,left,104.3,108.6,80.0,104.5,False,False
96115,720575940629942844,KCg-m,central,right,104.3,108.6,80.0,104.5,False,False
96162,720575940629949751,KCg-m,central,right,104.3,107.1,79.4,104.5,False,False
70902,720575940625325630,KCg-m,central,left,104.3,107.1,81.9,109.1,False,False
70923,720575940625330494,KCg-m,central,left,104.3,107.1,80.6,109.1,False,False
40531,720575940619809263,KCg-m,central,left,104.3,107.1,80.0,109.1,False,False
57604,720575940622906867,KCg-m,central,left,104.3,108.6,81.2,109.1,False,False
107084,720575940632123439,KCg-m,central,right,104.3,108.6,80.6,104.5,False,False
126115,720575940639022243,KCg-m,central,right,104.3,107.1,80.0,109.1,False,False
120846,720575940636677190,KCab,central,right,104.3,102.9,76.9,104.5,False,False
82079,720575940627372284,KCab,central,left,104.3,102.9,77.5,100.0,False,False
107729,720575940632287057,LHPD4a1,central,left,104.3,107.1,80.6,109.1,False,False
87579,720575940628326417,CB1546,central,right,104.3,107.1,80.0,109.1,False,False
83231,720575940627572742,KCg-m,central,left,104.3,105.7,80.0,109.1,False,False
116503,720575940634962879,CRE076,central,left,104.3,107.1,80.6,109.1,False,False
134108,720575940645264750,SMP011b,central,left,104.3,107.1,80.0,109.1,False,False
124705,720575940638391384,KCg-m,central,left,104.3,107.1,79.4,104.5,False,False
50305,720575940621620229,M_vPNml65,central,left,104.3,105.7,80.0,109.1,False,False
60441,720575940623386762,KCg-m,central,left,104.3,108.6,81.2,109.1,False,False
57163,720575940622820330,KCg-m,central,left,104.3,107.1,80.0,100.0,False,False
110233,720575940632829485,CB1106,central,left,104.3,107.1,80.0,104.5,False,False
103072,720575940631256168,KCg-m,central,right,104.3,105.7,81.2,109.1,False,False
30488,720575940617334430,KCg-m,central,left,104.3,105.7,79.4,109.1,False,False
30598,720575940617366969,KCg-m,central,left,104.3,107.1,82.5,109.1,False,False
126282,720575940639071797,KCg-m,central,left,104.3,107.1,81.2,109.1,False,False
100588,720575940630792399,KCg-m,central,left,104.3,107.1,80.6,104.5,False,False
100525,720575940630780755,KCab,central,right,104.3,107.1,80.6,109.1,False,False
17380,720575940613441320,ATL001,central,left,104.3,110.0,83.8,113.6,False,False
132302,720575940643418391,KCab,central,left,104.3,105.7,78.1,104.5,False,False
11862,720575940611644825,KCab,central,left,104.3,105.7,81.2,109.1,False,False
39323,720575940619519909,KCg-m,central,right,104.3,105.7,79.4,104.5,False,False
77849,720575940626700889,KCg-m,central,right,104.3,107.1,81.2,109.1,False,False
77977,720575940626724946,KCg-m,central,left,104.3,104.3,80.0,104.5,False,False
2840,720575940606139308,CB2860,central,left,104.3,107.1,80.0,104.5,False,False
125365,720575940638683453,ORN_DC1,sensory,left,104.3,107.1,81.2,109.1,False,False
119985,720575940636291429,KCg-m,central,right,104.3,104.3,79.4,104.5,False,False
12897,720575940612031411,KCab,central,left,104.3,107.1,80.0,104.5,False,False
12164,720575940611760021,KCg-m,central,left,104.3,107.1,79.4,104.5,False,False
76414,720575940626423171,KCg-m,central,left,104.3,107.1,80.0,109.1,False,False
12772,720575940611982322,LHPV2c2b,central,right,104.3,104.3,78.8,104.5,False,False
75705,720575940626283838,CB1804,central,left,104.3,110.0,81.2,109.1,False,False
98565,720575940630427131,KCg-m,central,left,104.3,107.1,79.4,104.5,False,False
12932,720575940612044750,LHPD5d1,central,left,104.3,105.7,78.8,104.5,False,False
76766,720575940626497811,KCab,central,left,104.3,107.1,80.0,104.5,False,False
13271,720575940612167794,M_vPNml65,central,left,104.3,107.1,80.0,104.5,False,False
120081,720575940636335984,KCg-m,central,left,104.3,107.1,80.0,109.1,False,False
26598,720575940616235810,KCab,central,left,104.3,107.1,78.1,104.5,False,False
97920,720575940630292439,LHAV4a4,central,left,104.3,107.1,80.6,104.5,False,False
97861,720575940630281687,LHAV3g1,central,left,104.3,108.6,80.0,104.5,False,False
197,720575940603455846,M_VPNml66,central,right,102.9,104.3,78.8,109.1,False,False
98523,720575940630419983,KCg-m,central,left,102.9,104.3,78.8,104.5,False,False
5345,720575940607971908,KCab,central,right,102.9,105.7,80.0,104.5,False,False
89074,720575940628586283,CB0196,central,left,102.9,101.4,73.1,95.5,False,False
95822,720575940629892311,LHPV4h1,central,right,102.9,102.9,77.5,104.5,False,False
95625,720575940629856044,KCg-m,central,left,102.9,107.1,79.4,109.1,False,False
127641,720575940639686488,KCg-m,central,right,102.9,104.3,79.4,104.5,False,False
28635,720575940616836421,KCg-m,central,left,102.9,107.1,80.6,109.1,False,False
114167,720575940633989999,KCab,central,right,102.9,107.1,81.2,109.1,False,False
89645,720575940628689963,KCab,central,right,102.9,104.3,78.1,104.5,False,False
106658,720575940632032652,M_vPNml87,central,left,102.9,104.3,78.1,100.0,False,False
16110,720575940613022367,LHPV4h1,central,right,102.9,102.9,78.8,104.5,False,False
19058,720575940614008785,KCg-m,central,right,102.9,105.7,79.4,109.1,False,False
67096,720575940624586900,KCab,central,left,102.9,104.3,79.4,104.5,False,False
84472,720575940627796298,AVLP080,central,left,102.9,100.0,76.9,100.0,False,False
110967,720575940633021631,KCab,central,left,102.9,105.7,78.1,104.5,False,False
45294,720575940620746662,KCab,central,left,102.9,107.1,79.4,104.5,False,False
116379,720575940634916088,KCg-m,central,left,102.9,107.1,79.4,104.5,False,False
1559,720575940605312945,KCg-m,central,left,102.9,105.7,80.0,104.5,False,False
1611,720575940605362610,KCab,central,right,102.9,104.3,80.0,104.5,False,False
50798,720575940621700190,KCab,central,right,102.9,107.1,81.2,104.5,False,False
112871,720575940633570808,KCab,central,right,102.9,102.9,76.2,104.5,False,False
132703,720575940643950190,PAM07,central,right,102.9,108.6,81.2,109.1,False,False
21543,720575940614772383,KCab,central,right,102.9,108.6,81.2,109.1,False,False
96673,720575940630044985,KCg-m,central,left,102.9,107.1,79.4,104.5,False,False
64047,720575940624041545,KCab,central,left,102.9,104.3,78.1,104.5,False,False
106821,720575940632068383,KCab,central,right,102.9,101.4,78.1,104.5,False,False
32844,720575940617932189,LHPV4b1,central,left,102.9,104.3,77.5,100.0,False,False
85493,720575940627972860,CB2984,central,right,102.9,91.4,70.0,95.5,False,False
85590,720575940627987756,KCab,central,right,102.9,108.6,80.0,104.5,False,False
104582,720575940631562031,KCg-m,central,left,102.9,105.7,78.8,104.5,False,False
46333,720575940620931750,KCab,central,right,102.9,101.4,75.6,100.0,False,False
4077,720575940606967682,KCg-m,central,right,102.9,105.7,80.0,104.5,False,False
86136,720575940628079872,KCab,central,left,102.9,104.3,78.1,104.5,False,False
18703,720575940613864891,CB1296,central,left,102.9,104.3,78.8,104.5,False,False
60063,720575940623321226,KCg-m,central,left,102.9,108.6,80.6,109.1,False,False
112705,720575940633521588,KCab,central,right,102.9,104.3,78.8,104.5,False,False
78511,720575940626815120,CB0448,central,left,102.9,105.7,79.4,109.1,False,False
67992,720575940624763850,KCg-m,central,left,102.9,104.3,79.4,104.5,False,False
36453,720575940618758178,KCab,central,right,102.9,104.3,79.4,104.5,False,False
95270,720575940629787244,KCab,central,left,102.9,105.7,79.4,104.5,False,False
30766,720575940617411451,KCab,central,left,102.9,104.3,78.1,104.5,False,False
98774,720575940630465420,KCab,central,left,102.9,107.1,78.1,104.5,False,False
137106,720575940652063734,CB1673,central,right,102.9,105.7,79.4,109.1,False,False
40748,720575940619863174,KCab,central,right,102.9,97.1,74.4,100.0,False,False
52486,720575940622005025,KCab,central,right,102.9,101.4,74.4,100.0,False,False
138317,720575940660170881,CB2932,central,left,102.9,105.7,77.5,104.5,False,False
76806,720575940626506472,PAM11,central,left,102.9,107.1,80.6,109.1,False,False
18383,720575940613752999,KCg-m,central,left,102.9,104.3,78.8,104.5,False,False
71295,720575940625405744,KCg-m,central,left,102.9,105.7,78.1,100.0,False,False
71153,720575940625377688,KCab,central,right,102.9,105.7,80.0,109.1,False,False
125604,720575940638791843,CB1031,central,left,102.9,107.1,80.6,109.1,False,False
14821,720575940612664482,KCab,central,right,102.9,107.1,79.4,109.1,False,False
43112,720575940620356800,KCab,central,right,102.9,105.7,78.8,104.5,False,False
43306,720575940620407628,KCg-m,central,right,102.9,105.7,79.4,104.5,False,False
120895,720575940636698798,KCg-m,central,left,102.9,107.1,80.6,104.5,False,False
72650,720575940625681681,LHAV4a4,central,right,102.9,105.7,79.4,104.5,False,False
82787,720575940627493141,KCg-m,central,right,102.9,102.9,79.4,104.5,False,False
105242,720575940631705130,DNg111,descending,left,102.9,112.9,83.8,118.2,False,False
100821,720575940630833706,KCg-m,central,left,102.9,105.7,78.8,104.5,False,False
95499,720575940629832978,KCg-m,central,left,102.9,105.7,80.0,104.5,False,False
58005,720575940622976973,KCg-m,central,right,102.9,105.7,80.6,109.1,False,False
50342,720575940621626406,KCab,central,left,102.9,105.7,80.0,109.1,False,False
116246,720575940634867039,KCab,central,left,102.9,104.3,78.8,104.5,False,False
117799,720575940635422320,KCab,central,left,102.9,104.3,78.1,104.5,False,False
117036,720575940635146848,LAL045,central,right,102.9,107.1,78.8,100.0,False,False
91134,720575940628954344,CB2048,central,left,102.9,107.1,80.6,104.5,False,False
21838,720575940614854294,KCab,central,right,102.9,107.1,81.2,104.5,False,False
132284,720575940643398180,KCg-m,central,left,102.9,104.3,79.4,104.5,False,False
123347,720575940637784548,KCg-m,central,left,102.9,105.7,78.8,104.5,False,False
79586,720575940626986885,VC4_adPN,central,right,102.9,104.3,76.9,104.5,False,False
14989,720575940612714671,KCg-m,central,right,102.9,107.1,79.4,104.5,False,False
65543,720575940624292843,CB1237,central,right,102.9,104.3,78.8,104.5,False,False
95609,720575940629853292,KCg-m,central,left,102.9,105.7,77.5,100.0,False,False
28586,720575940616826001,KCg-m,central,left,102.9,107.1,79.4,104.5,False,False
115780,720575940634678895,KCg-m,central,left,102.9,105.7,80.6,109.1,False,False
115089,720575940634377327,KCab,central,left,102.9,104.3,78.1,104.5,False,False
111011,720575940633036369,M_lvPNm29,central,right,101.4,104.3,78.1,104.5,False,False
81376,720575940627263162,KCab,central,right,101.4,105.7,78.1,104.5,False,False
67228,720575940624609101,KCg-m,central,right,101.4,101.4,77.5,104.5,False,False
94881,720575940629706618,LHAV2a3b,central,left,101.4,104.3,78.1,104.5,False,False
128452,720575940640032896,DM5_lPN,central,left,101.4,102.9,77.5,100.0,False,False
28444,720575940616788409,KCg-m,central,left,101.4,100.0,77.5,104.5,False,False
105078,720575940631666243,KCg-m,central,left,101.4,104.3,78.1,104.5,False,False
120341,720575940636470373,LHPV5d1,central,right,101.4,97.1,73.1,95.5,False,False
40917,720575940619902598,VC3_adPN,central,left,101.4,102.9,76.9,104.5,False,False
1511,720575940605280201,PAM08,central,right,101.4,105.7,77.5,104.5,False,False
81517,720575940627284580,WEDPN2B,central,left,101.4,105.7,78.8,104.5,False,False
80801,720575940627174419,CB1860,central,right,101.4,105.7,78.1,100.0,False,False
41701,720575940620059045,KCg-m,central,right,101.4,105.7,79.4,104.5,False,False
95928,720575940629911084,KCg-m,central,left,101.4,104.3,79.4,104.5,False,False
41684,720575940620055790,KCg-m,central,right,101.4,101.4,75.0,100.0,False,False
88534,720575940628484396,KCg-m,central,left,101.4,104.3,77.5,104.5,False,False
26492,720575940616203637,CB2534,central,right,101.4,102.9,76.9,104.5,False,False
96824,720575940630080763,lLN13,central,left,101.4,104.3,77.5,104.5,False,False
106493,720575940631998023,KCab,central,right,101.4,100.0,75.0,100.0,False,False
83512,720575940627631893,CB1219,central,left,101.4,104.3,78.8,109.1,False,False
30485,720575940617334228,KCg-m,central,left,101.4,104.3,77.5,104.5,False,False
49350,720575940621456127,CB1966,central,left,101.4,102.9,76.9,100.0,False,False
102892,720575940631225871,LHPV5a1,central,left,101.4,102.9,76.9,104.5,False,False
56703,720575940622734835,DA2_lPN,central,left,101.4,112.9,78.1,104.5,False,False
135223,720575940646514740,ORN_D,sensory,right,101.4,102.9,77.5,104.5,False,False
83314,720575940627588593,KCg-m,central,left,101.4,104.3,78.1,104.5,False,False
36998,720575940618897693,CB2161,central,right,101.4,104.3,78.8,100.0,False,False
123683,720575940637945670,KCab,central,left,101.4,100.0,75.6,100.0,False,False
8615,720575940610137050,KCab,central,right,101.4,100.0,75.6,100.0,False,False
133504,720575940644747828,PAM08,central,right,101.4,104.3,78.8,104.5,False,False
51080,720575940621750465,LHAV2f2_b,central,left,101.4,104.3,76.9,104.5,False,False
39731,720575940619630207,KCab,central,right,101.4,104.3,77.5,104.5,False,False
135089,720575940646346548,KCg-m,central,left,101.4,102.9,76.9,100.0,False,False
96327,720575940629978666,KCg-m,central,right,101.4,104.3,76.2,104.5,False,False
99467,720575940630599161,LHAV3m1,central,left,101.4,104.3,78.8,100.0,False,False
134516,720575940645673508,CB3009,central,right,101.4,97.1,74.4,100.0,False,False
113478,720575940633763832,KCg-m,central,left,101.4,104.3,78.1,104.5,False,False
4065,720575940606954507,KCg-m,central,left,101.4,104.3,79.4,104.5,False,False
118094,720575940635538807,KCg-m,central,left,101.4,104.3,79.4,109.1,False,False
104598,720575940631565359,KCab,central,left,101.4,102.9,77.5,104.5,False,False
92088,720575940629141095,KCg-m,central,left,101.4,104.3,78.1,104.5,False,False
67311,720575940624626563,KCab,central,right,101.4,102.9,76.9,100.0,False,False
48962,720575940621391636,KCab,central,right,101.4,98.6,74.4,100.0,False,False
59978,720575940623307447,CB1321,central,left,101.4,105.7,79.4,109.1,False,False
59756,720575940623265258,ORN_D,sensory,left,101.4,104.3,78.8,104.5,False,False
7957,720575940609747780,KCg-m,central,left,101.4,102.9,78.8,104.5,False,False
85596,720575940627988474,KCab,central,left,101.4,104.3,78.8,104.5,False,False
65610,720575940624302520,KCg-m,central,left,101.4,104.3,77.5,104.5,False,False
46870,720575940621021892,CB2711,central,right,101.4,104.3,78.1,104.5,False,False
43944,720575940620530812,KCab,central,left,101.4,105.7,78.1,104.5,False,False
71559,720575940625457712,CB2854,central,right,101.4,105.7,81.9,109.1,False,False
18771,720575940613891442,OA-VUMa1,central,center,101.4,104.3,76.9,109.1,False,False
121644,720575940637050084,CB1106,central,right,101.4,102.9,77.5,104.5,False,False
38592,720575940619297073,KCg-m,central,left,101.4,102.9,76.9,104.5,False,False
10713,720575940611175118,CB2733,central,right,101.4,101.4,78.1,104.5,False,False
1193,720575940604997152,KCg-m,central,right,101.4,107.1,78.8,104.5,False,False
54206,720575940622288152,KCg-m,central,right,101.4,104.3,78.1,104.5,False,False
55879,720575940622595827,KCab,central,right,101.4,98.6,75.6,100.0,False,False
5947,720575940608383243,KCg-m,central,right,101.4,102.9,78.8,104.5,False,False
75231,720575940626179334,ORN_VM6v,sensory,left,101.4,104.3,78.8,104.5,False,False
118039,720575940635517876,CRE078,central,left,101.4,104.3,78.1,104.5,False,False
75414,720575940626220830,KCg-m,central,right,101.4,104.3,78.1,104.5,False,False
33658,720575940618110021,KCg-d,central,left,101.4,107.1,80.0,104.5,False,False
18888,720575940613941042,KCab,central,right,101.4,100.0,73.8,100.0,False,False
108899,720575940632531231,KCg-m,central,left,101.4,104.3,78.1,104.5,False,False
107355,720575940632195887,KCg-m,central,left,101.4,104.3,78.1,104.5,False,False
30622,720575940617372957,KCab,central,left,101.4,102.9,78.1,104.5,False,False
68400,720575940624846517,WED125,central,left,101.4,104.3,76.9,100.0,False,False
28297,720575940616744059,WED121,central,left,101.4,105.7,75.0,95.5,False,False
43033,720575940620343345,PLP095,central,left,101.4,105.7,77.5,100.0,False,False
55873,720575940622594601,KCg-m,central,right,101.4,101.4,76.2,104.5,False,False
95012,720575940629734442,KCab,central,left,101.4,102.9,76.9,100.0,False,False
57281,720575940622844003,KCg-m,central,right,101.4,101.4,76.2,104.5,False,False
51818,720575940621870886,CB1454,central,left,101.4,104.3,78.8,104.5,False,False
51777,720575940621862405,KCab,central,left,101.4,104.3,79.4,109.1,False,False
135307,720575940646606724,KCab,central,right,101.4,98.6,73.8,100.0,False,False
7414,720575940609405646,KCab,central,right,101.4,102.9,76.9,100.0,False,False
18716,720575940613867682,KCg-m,central,right,101.4,104.3,78.1,104.5,False,False
133635,720575940644869143,CB3040,central,right,101.4,104.3,79.4,104.5,False,False
105478,720575940631761183,KCg-m,central,left,101.4,104.3,77.5,104.5,False,False
25989,720575940616068539,KCg-m,central,left,101.4,105.7,78.8,100.0,False,False
119281,720575940635963503,CB2201,central,left,101.4,101.4,76.2,100.0,False,False
119067,720575940635884911,KCg-m,central,right,101.4,97.1,75.0,100.0,False,False
56504,720575940622703654,KCg-m,central,left,101.4,104.3,80.0,104.5,False,False
76821,720575940626510169,AVLP030,central,left,101.4,107.1,81.9,113.6,False,False
76534,720575940626449154,M_vPNml67,central,left,101.4,104.3,77.5,104.5,False,False
12840,720575940612009903,KCg-m,central,right,101.4,104.3,77.5,104.5,False,False
98276,720575940630367196,CB0994,central,left,100.0,101.4,75.0,104.5,False,False
31493,720575940617598182,KCg-m,central,left,100.0,101.4,73.8,100.0,False,False
119949,720575940636272862,KCab,central,left,100.0,102.9,76.2,100.0,False,False
97872,720575940630284306,ORN_D,sensory,right,100.0,102.9,78.1,104.5,False,False
75564,720575940626253318,KCab,central,right,100.0,98.6,73.8,95.5,False,False
119168,720575940635920814,KCg-m,central,left,100.0,102.9,76.2,104.5,False,False
74923,720575940626108689,CB1401,central,right,100.0,104.3,76.9,100.0,False,False
12129,720575940611748594,KCg-m,central,right,100.0,104.3,77.5,104.5,False,False
12293,720575940611810531,KCab,central,left,100.0,102.9,76.9,100.0,False,False
25892,720575940616039197,TRN_VP1m,sensory,left,100.0,105.7,78.8,104.5,False,False
99063,720575940630523151,,central,left,100.0,100.0,75.0,100.0,False,False
31907,720575940617692962,KCg-m,central,left,100.0,104.3,77.5,100.0,False,False
66813,720575940624527091,KCg-m,central,right,100.0,105.7,77.5,104.5,False,False
111072,720575940633056467,KCg-m,central,right,100.0,104.3,77.5,104.5,False,False
45707,720575940620823617,KCab,central,left,100.0,104.3,77.5,104.5,False,False
14685,720575940612623474,PAM08,central,right,100.0,105.7,78.1,104.5,False,False
14785,720575940612653937,CB3457,central,right,100.0,102.9,76.9,104.5,False,False
40106,720575940619713200,KCab,central,right,100.0,100.0,73.8,100.0,False,False
53159,720575940622112636,KCab,central,right,100.0,104.3,78.8,109.1,False,False
55692,720575940622557022,KCg-m,central,left,100.0,101.4,77.5,104.5,False,False
98786,720575940630467087,KCg-m,central,left,100.0,104.3,77.5,100.0,False,False
40580,720575940619823051,CB1375,central,left,100.0,97.1,73.8,95.5,False,False
75473,720575940626234626,KCg-m,central,left,100.0,104.3,77.5,104.5,False,False
91746,720575940629072999,KCg-m,central,left,100.0,102.9,78.1,104.5,False,False
126578,720575940639191017,LHPV4l1,central,left,100.0,100.0,73.1,104.5,False,False
33672,720575940618112459,KCab,central,left,100.0,102.9,78.1,100.0,False,False
46671,720575940620986022,LHPV1d1,central,left,100.0,102.9,75.0,104.5,False,False
65371,720575940624264718,KCab,central,left,100.0,104.3,77.5,100.0,False,False
7032,720575940609203268,KCg-m,central,left,100.0,104.3,76.9,100.0,False,False
33827,720575940618150736,KCab,central,left,100.0,102.9,77.5,104.5,False,False
79644,720575940626999114,KCg-m,central,left,100.0,105.7,76.9,104.5,False,False
10792,720575940611210865,KCg-m,central,right,100.0,101.4,75.6,104.5,False,False
67749,720575940624716581,KCg-m,central,left,100.0,102.9,78.1,104.5,False,False
112852,720575940633566690,KCg-m,central,left,100.0,97.1,75.6,100.0,False,False
57140,720575940622813418,KCg-m,central,left,100.0,102.9,76.2,100.0,False,False
72558,720575940625665564,KCab,central,right,100.0,100.0,75.6,100.0,False,False
38526,720575940619280705,VM2_adPN,central,right,100.0,102.9,76.9,100.0,False,False
72355,720575940625627023,VP1l+_lvPN,central,left,100.0,102.9,76.9,104.5,False,False
116458,720575940634948703,KCg-m,central,left,100.0,102.9,78.8,104.5,False,False
29580,720575940617079257,KCg-m,central,right,100.0,104.3,77.5,104.5,False,False
29771,720575940617137881,KCg-m,central,left,100.0,102.9,76.9,100.0,False,False
3258,720575940606454108,KCab,central,right,100.0,105.7,79.4,109.1,False,False
134118,720575940645277294,KCab,central,left,100.0,102.9,76.2,100.0,False,False
94076,720575940629532759,KCg-m,central,left,100.0,102.9,76.9,104.5,False,False
132348,720575940643495840,KCab,central,left,100.0,101.4,76.2,100.0,False,False
15712,720575940612924522,KCab,central,right,100.0,104.3,77.5,100.0,False,False
135134,720575940646412323,CB1664,central,left,100.0,104.3,78.1,104.5,False,False
31085,720575940617493222,KCab,central,left,100.0,100.0,75.0,100.0,False,False
104544,720575940631553164,KCab,central,right,100.0,102.9,78.1,104.5,False,False
116186,720575940634839743,KCab,central,left,100.0,104.3,77.5,100.0,False,False
117758,720575940635404724,LAL030a,central,left,100.0,101.4,76.9,100.0,False,False
99436,720575940630592460,KCab,central,right,100.0,100.0,75.6,100.0,False,False
62193,720575940623707656,KCg-m,central,left,100.0,104.3,77.5,104.5,False,False
127745,720575940639730851,KCab,central,left,100.0,102.9,77.5,104.5,False,False
21892,720575940614871402,KCg-m,central,left,100.0,104.3,76.9,104.5,False,False
44890,720575940620686761,KCg-m,central,right,100.0,102.9,76.9,104.5,False,False
92846,720575940629295916,KCg-m,central,left,100.0,101.4,75.6,100.0,False,False
126054,720575940638990397,KCg-m,central,left,100.0,101.4,76.2,100.0,False,False
59422,720575940623205303,KCg-m,central,left,100.0,102.9,77.5,104.5,False,False
3954,720575940606864341,KCab,central,right,100.0,95.7,71.2,90.9,False,False
35768,720575940618593600,LHAD1f3c,central,left,100.0,104.3,76.2,104.5,False,False
112003,720575940633300927,KCg-m,central,right,100.0,102.9,78.1,104.5,False,False
44430,720575940620611822,KCg-m,central,left,100.0,102.9,77.5,104.5,False,False
36050,720575940618667143,KCg-m,central,right,100.0,102.9,77.5,100.0,False,False
35899,720575940618627207,KCg-m,central,right,100.0,104.3,77.5,104.5,False,False
49273,720575940621444877,KCab,central,left,100.0,100.0,76.2,104.5,False,False
104446,720575940631531055,KCg-m,central,right,100.0,102.9,76.2,100.0,False,False
103098,720575940631260476,LHAV4a4,central,left,100.0,104.3,78.1,104.5,False,False
101860,720575940631024682,KCg-m,central,right,100.0,102.9,76.9,104.5,False,False
49602,720575940621505883,LHAV2b7_a,central,left,100.0,102.9,76.9,104.5,False,False
60497,720575940623396093,KCg-m,central,left,100.0,101.4,78.1,104.5,False,False
16827,720575940613257664,KCg-m,central,left,100.0,101.4,76.9,104.5,False,False
125819,720575940638888307,KCg-m,central,left,100.0,104.3,78.1,100.0,False,False
86110,720575940628076038,KCg-m,central,right,100.0,102.9,76.2,100.0,False,False
18526,720575940613797295,KCg-d,central,right,100.0,104.3,78.8,104.5,False,False
109839,720575940632745261,KCg-m,central,left,100.0,104.3,77.5,104.5,False,False
110291,720575940632841539,KCg-m,central,left,100.0,104.3,80.0,104.5,False,False
14066,720575940612429994,KCg-m,central,left,100.0,101.4,78.1,104.5,False,False
39194,720575940619477809,KCg-m,central,left,100.0,102.9,76.9,100.0,False,False
72913,720575940625732745,KCab,central,left,100.0,102.9,76.9,100.0,False,False
42024,720575940620128282,CB1966,central,left,100.0,102.9,76.9,100.0,False,False
28020,720575940616647990,KCab,central,right,100.0,102.9,76.9,104.5,False,False
95921,720575940629909815,KCg-m,central,left,100.0,102.9,78.8,109.1,False,False
125777,720575940638872629,ORN_D,sensory,left,100.0,101.4,76.9,100.0,False,False
90850,720575940628902764,KCab,central,left,100.0,101.4,76.2,100.0,False,False
101506,720575940630964421,CB2226,central,right,100.0,101.4,76.9,104.5,False,False
23945,720575940615465531,CB1664,central,left,100.0,102.9,76.2,100.0,False,False
114517,720575940634154140,KCg-m,central,right,100.0,100.0,75.0,100.0,False,False
37803,720575940619090529,KCab,central,right,100.0,102.9,76.2,100.0,False,False
100939,720575940630859791,LHAD1d1,central,right,100.0,102.9,78.1,104.5,False,False
114181,720575940633994391,LHAV4c1,central,right,100.0,101.4,75.0,100.0,False,False
106487,720575940631997101,CB1454,central,left,100.0,104.3,77.5,104.5,False,False
20518,720575940614484626,KCab,central,left,100.0,100.0,76.9,100.0,False,False
20339,720575940614423038,CB1524,central,left,100.0,100.0,75.6,100.0,False,False
126964,720575940639381363,KCab,central,left,100.0,102.9,77.5,104.5,False,False
131555,720575940642410020,M_vPNml64,central,right,100.0,104.3,76.2,100.0,False,False
107109,720575940632128908,CB3206,central,left,100.0,102.9,76.9,100.0,False,False
107222,720575940632164269,KCab,central,right,100.0,101.4,76.2,100.0,False,False
58306,720575940623025413,OA-AL2i3,visual_centrifugal,right,100.0,110.0,82.5,109.1,False,False
74746,720575940626080868,KCg-d,central,left,100.0,104.3,76.9,100.0,False,False
53086,720575940622103275,KCab,central,right,100.0,105.7,78.1,104.5,False,False
1147,720575940604963686,KCg-m,central,left,98.6,101.4,75.6,100.0,False,False
138225,720575940659760769,LHAV4a4,central,right,98.6,101.4,76.2,104.5,False,False
6017,720575940608437769,KCg-m,central,left,98.6,102.9,75.0,104.5,False,False
128129,720575940639892413,v2LN31,central,left,98.6,101.4,72.5,95.5,False,False
105481,720575940631761977,KCab,central,left,98.6,100.0,75.0,95.5,False,False
119856,720575940636230746,KCg-m,central,left,98.6,102.9,76.9,100.0,False,False
75865,720575940626315010,MBON13,central,right,98.6,105.7,78.8,104.5,False,False
80365,720575940627109202,CB1079,central,right,98.6,101.4,78.8,104.5,False,False
123061,720575940637664357,LHPV2b5,central,right,98.6,102.9,75.0,100.0,False,False
51271,720575940621778646,CB2571,central,right,98.6,100.0,75.6,100.0,False,False
38146,720575940619173592,CB2805,central,right,98.6,100.0,75.0,100.0,False,False
135692,720575940647165828,PAM07,central,right,98.6,104.3,77.5,104.5,False,False
38055,720575940619153749,KCg-m,central,left,98.6,102.9,76.2,100.0,False,False
14876,720575940612680818,KCg-m,central,left,98.6,100.0,75.0,100.0,False,False
123276,720575940637754019,KCab,central,right,98.6,101.4,74.4,100.0,False,False
70729,720575940625290003,KCab,central,right,98.6,101.4,75.6,100.0,False,False
15364,720575940612829863,KCg-m,central,left,98.6,101.4,77.5,104.5,False,False
58337,720575940623032004,KCg-m,central,left,98.6,101.4,75.6,100.0,False,False
24879,720575940615746316,PLP095,central,right,98.6,101.4,73.8,95.5,False,False
82439,720575940627431311,ORN_DC1,sensory,left,98.6,100.0,75.0,100.0,False,False
81844,720575940627332100,KCab,central,right,98.6,100.0,74.4,100.0,False,False
8660,720575940610167665,CB2357,central,right,98.6,102.9,78.1,104.5,False,False
122618,720575940637494837,HRN_VP4,sensory,right,98.6,101.4,75.6,100.0,False,False
