model_index,root_id,cell_type,super_class,side,hz_ORN_DM4+ORN_DM2,hz_ORN_DA2,hz_outside,hz_final_200ms,driven,is_readout
17837,720575940613583001,APL,central,right,424.3,434.3,326.2,436.4,False,False
66912,720575940624547622,APL,central,left,424.3,434.3,326.9,436.4,False,False
114034,720575940633938349,lLN1_bc,central,left,410.0,415.7,313.1,418.2,False,False
83829,720575940627690246,lLN2X03,central,left,410.0,417.1,311.9,418.2,False,False
48395,720575940621298270,lLN1_bc,central,left,410.0,415.7,313.1,418.2,False,False
119222,720575940635945919,v2LN30,central,left,410.0,417.1,312.5,418.2,False,False
22143,720575940614956072,v2LN30,central,right,410.0,417.1,311.9,413.6,False,False
103250,720575940631287912,lLN1_bc,central,left,410.0,417.1,311.9,418.2,False,False
97351,720575940630183286,lLN1_bc,central,left,410.0,417.1,311.9,413.6,False,False
99307,720575940630571052,lLN1_bc,central,left,410.0,417.1,311.9,413.6,False,False
31260,720575940617537570,lLN1_bc,central,left,410.0,417.1,311.9,413.6,False,False
2712,720575940606056905,lLN1_bc,central,left,410.0,415.7,313.1,418.2,False,False
35633,720575940618561403,lLN1_bc,central,left,410.0,417.1,311.9,418.2,False,False
61846,720575940623636701,il3LN6,central,right,410.0,415.7,310.6,413.6,False,False
101393,720575940630945335,lLN1_bc,central,left,410.0,415.7,313.1,418.2,False,False
57679,720575940622920074,lLN1_bc,central,left,410.0,417.1,311.9,413.6,False,False
129541,720575940640541091,lLN1_bc,central,right,408.6,417.1,312.5,418.2,False,False
130065,720575940640830453,lLN2X03,central,left,408.6,415.7,311.9,413.6,False,False
46609,720575940620975696,DPM,central,left,408.6,422.9,317.5,422.7,False,False
36451,720575940618757666,lLN2T_c,central,left,408.6,414.3,310.0,413.6,False,False
114279,720575940634034839,lLN1_bc,central,left,408.6,417.1,312.5,418.2,False,False
133439,720575940644704160,lLN2X03,central,left,408.6,415.7,311.9,413.6,False,False
107359,720575940632197930,lLN1_bc,central,left,408.6,417.1,312.5,418.2,False,False
130900,720575940641593051,lLN1_bc,central,left,408.6,415.7,311.2,413.6,False,False
112585,720575940633483807,lLN2T_e,central,left,407.1,412.9,310.6,413.6,False,False
72175,720575940625585508,lLN1_bc,central,right,407.1,408.6,310.0,413.6,False,False
58146,720575940623000858,lLN2F_b,central,left,405.7,412.9,308.8,413.6,False,False
17854,720575940613590501,lLN2T_c,central,left,405.7,411.4,308.8,413.6,False,False
110077,720575940632795532,lLN2F_b,central,left,405.7,411.4,308.1,413.6,False,False
108296,720575940632403986,il3LN6,central,left,404.3,410.0,306.9,409.1,False,False
13819,720575940612347571,lLN1_bc,central,right,404.3,408.6,308.8,413.6,False,False
130912,720575940641606541,lLN1_bc,central,left,402.9,410.0,306.9,409.1,False,False
8653,720575940610161091,lLN1_bc,central,right,401.4,407.1,306.2,413.6,False,False
122936,720575940637623780,lLN2X03,central,right,401.4,407.1,304.4,409.1,False,False
108376,720575940632416298,lLN2T_e,central,left,401.4,408.6,305.6,409.1,False,False
7178,720575940609282825,lLN2F_b,central,right,400.0,408.6,303.8,409.1,False,False
49007,720575940621398254,lLN2X04,central,left,400.0,405.7,304.4,404.5,False,False
73972,720575940625934094,DPM,central,right,400.0,417.1,311.9,418.2,False,False
3734,720575940606722249,lLN2X03,central,right,398.6,405.7,303.1,409.1,False,False
121828,720575940637136752,lLN2X04,central,right,398.6,407.1,304.4,409.1,False,False
28342,720575940616758322,lLN2X04,central,right,398.6,405.7,303.8,404.5,False,False
124101,720575940638128474,lLN2F_a,central,left,395.7,402.9,303.8,404.5,False,False
95301,720575940629792732,lLN1_bc,central,right,395.7,400.0,301.9,404.5,False,False
62586,720575940623788040,lLN2F_a,central,left,395.7,402.9,303.8,404.5,False,False
103912,720575940631423116,lLN1_a,central,left,395.7,404.3,301.9,400.0,False,False
115447,720575940634545890,lLN2F_b,central,right,394.3,401.4,300.0,400.0,False,False
33669,720575940618112310,lLN1_bc,central,right,394.3,400.0,301.9,404.5,False,False
85227,720575940627927573,lLN2X04,central,left,394.3,400.0,300.0,400.0,False,False
49858,720575940621551854,lLN2T_e,central,right,392.9,401.4,300.0,400.0,False,False
138330,720575940660217729,lLN1_bc,central,right,392.9,400.0,300.0,400.0,False,False
49792,720575940621542747,lLN1_a,central,right,392.9,400.0,300.0,400.0,False,False
104783,720575940631603281,lLN1_bc,central,right,392.9,400.0,300.0,400.0,False,False
18553,720575940613804259,lLN2T_c,central,right,392.9,400.0,300.0,400.0,False,False
106005,720575940631899223,lLN2X05,central,left,392.9,400.0,300.0,400.0,False,False
24727,720575940615708482,lLN1_bc,central,right,392.9,400.0,300.0,400.0,False,False
136403,720575940648633988,lLN1_bc,central,right,392.9,400.0,300.0,400.0,False,False
62615,720575940623792648,lLN1_bc,central,right,392.9,400.0,300.0,400.0,False,False
11935,720575940611671506,lLN2X05,central,left,392.9,400.0,300.0,400.0,False,False
28924,720575940616908177,lLN1_bc,central,right,392.9,400.0,300.0,400.0,False,False
37655,720575940619059102,lLN2X03,central,right,392.9,400.0,300.0,400.0,False,False
104703,720575940631586858,lLN1_a,central,left,392.9,400.0,300.0,400.0,False,False
59001,720575940623137997,lLN1_bc,central,right,392.9,400.0,300.0,400.0,False,False
59065,720575940623146701,lLN2T_e,central,right,392.9,400.0,300.0,400.0,False,False
30341,720575940617299131,lLN2X05,central,right,392.9,400.0,300.0,400.0,False,False
75998,720575940626342174,lLN1_bc,central,right,392.9,400.0,300.0,400.0,False,False
138329,720575940660217473,lLN2X11,central,left,391.4,400.0,299.4,400.0,False,False
54512,720575940622338742,lLN1_bc,central,right,391.4,400.0,300.0,400.0,False,False
105241,720575940631704716,lLN1_bc,central,right,391.4,400.0,300.0,400.0,False,False
2179,720575940605758142,lLN2F_a,central,right,391.4,400.0,299.4,395.5,False,False
135282,720575940646576436,lLN2T_c,central,right,391.4,398.6,300.0,400.0,False,False
130032,720575940640803200,lLN2F_a,central,right,390.0,400.0,301.2,400.0,False,False
56643,720575940622726271,DP1m_adPN,central,right,388.6,397.1,298.1,395.5,False,False
14158,720575940612461461,lLN2P_c,central,left,388.6,395.7,295.6,395.5,False,False
34586,720575940618308825,DP1m_adPN,central,left,387.1,394.3,295.6,395.5,False,False
29999,720575940617205179,lLN2P_c,central,left,387.1,394.3,295.6,390.9,False,False
59405,720575940623201833,MBON11,central,left,385.7,398.6,298.8,400.0,False,False
98925,720575940630496374,MBON05,central,right,384.3,398.6,298.8,400.0,False,False
32109,720575940617749538,MBON11,central,right,384.3,398.6,300.0,400.0,False,False
66386,720575940624435128,lLN2X11,central,right,382.9,391.4,291.9,390.9,False,False
136417,720575940648650884,DP1l_adPN,central,left,382.9,390.0,293.8,386.4,False,False
87673,720575940628343634,lLN2P_c,central,left,381.4,387.1,291.2,386.4,False,False
123856,720575940638028607,MBON06,central,right,381.4,394.3,296.2,395.5,False,False
9632,720575940610669614,lLN2P_b,central,left,381.4,388.6,291.2,386.4,False,False
41056,720575940619931119,lLN2X11,central,left,380.0,385.7,290.0,381.8,False,False
15637,720575940612907121,lLN2X12,central,left,380.0,387.1,290.0,386.4,False,False
52763,720575940622054497,lLN2P_a,central,left,380.0,382.9,287.5,381.8,False,False
14732,720575940612637554,lLN2X12,central,right,378.6,385.7,288.8,386.4,False,False
26465,720575940616197819,lLN2X05,central,right,378.6,387.1,290.0,386.4,False,False
44132,720575940620565313,lLN2X12,central,left,378.6,384.3,289.4,386.4,False,False
66474,720575940624450342,lLN2P_b,central,left,378.6,382.9,287.5,381.8,False,False
121664,720575940637056887,DC1_adPN,central,left,377.1,385.7,288.1,386.4,False,False
86010,720575940628059978,lLN2X11,central,right,377.1,384.3,288.8,386.4,False,False
58984,720575940623136717,lLN2X12,central,left,377.1,385.7,288.1,386.4,False,False
68332,720575940624832743,lLN2X12,central,right,377.1,384.3,288.8,386.4,False,False
20363,720575940614429165,lLN2P_b,central,left,377.1,384.3,288.1,381.8,False,False
50059,720575940621585279,lLN2X12,central,right,377.1,384.3,288.8,386.4,False,False
119328,720575940635983770,DP1l_adPN,central,right,377.1,385.7,288.8,386.4,False,False
104851,720575940631619921,lLN2X12,central,left,377.1,385.7,288.1,386.4,False,False
130270,720575940640955637,lLN2P_c,central,right,377.1,382.9,288.1,386.4,False,False
90920,720575940628914436,lLN2X12,central,left,377.1,385.7,288.1,386.4,False,False
5882,720575940608345778,lLN2P_b,central,right,375.7,384.3,286.9,381.8,False,False
133078,720575940644362788,lLN2P_a,central,left,375.7,384.3,288.1,381.8,False,False
77396,720575940626624275,lLN2P_c,central,left,375.7,382.9,287.5,381.8,False,False
40881,720575940619895125,VP2_adPN,central,left,375.7,382.9,287.5,386.4,False,False
108777,720575940632505359,lLN2P_a,central,right,375.7,384.3,287.5,381.8,False,False
11164,720575940611379569,lLN2T_b,central,left,375.7,382.9,287.5,381.8,False,False
123067,720575940637666446,lLN2P_b,central,left,375.7,381.4,286.2,381.8,False,False
117378,720575940635249332,lLN2P_c,central,right,374.3,381.4,285.6,381.8,False,False
138331,720575940660217985,lLN2P_b,central,right,374.3,381.4,285.6,381.8,False,False
74954,720575940626115134,lLN2P_b,central,right,374.3,380.0,284.4,381.8,False,False
5794,720575940608293129,VP2_adPN,central,right,372.9,380.0,286.2,381.8,False,False
61929,720575940623650823,lLN2P_b,central,right,372.9,381.4,285.6,381.8,False,False
22104,720575940614944977,lLN2P_b,central,left,372.9,378.6,284.4,381.8,False,False
27456,720575940616486230,lLN2P_c,central,right,371.4,378.6,283.1,381.8,False,False
88453,720575940628467611,VL2p_adPN,central,left,371.4,378.6,283.1,377.3,False,False
119879,720575940636241550,lLN2P_a,central,left,371.4,377.1,282.5,377.3,False,False
63526,720575940623955637,lLN2P_b,central,right,371.4,377.1,283.8,377.3,False,False
95630,720575940629856515,MBON09,central,left,370.0,382.9,286.9,381.8,False,False
64139,720575940624057853,VM6_adPN,central,left,370.0,377.1,283.1,377.3,False,False
14213,720575940612475598,lLN2P_a,central,left,368.6,377.1,282.5,377.3,False,False
93462,720575940629422086,MBON09,central,left,368.6,381.4,286.2,381.8,False,False
19409,720575940614137809,LHPV12a1,central,right,368.6,374.3,280.0,372.7,False,False
65784,720575940624330281,lLN2P_a,central,right,368.6,377.1,282.5,377.3,False,False
47684,720575940621164720,MBON05,central,left,367.1,382.9,288.1,381.8,False,False
83390,720575940627605779,lLN2P_b,central,left,367.1,372.9,281.2,372.7,False,False
24094,720575940615513086,lLN2P_c,central,right,367.1,372.9,281.2,372.7,False,False
49729,720575940621529435,DC1_adPN,central,right,367.1,375.7,282.5,377.3,False,False
74222,720575940625977802,lLN2P_a,central,right,365.7,372.9,278.8,372.7,False,False
36863,720575940618865112,VL2p_adPN,central,right,365.7,372.9,279.4,372.7,False,False
102272,720575940631105580,lLN2P_a,central,left,365.7,372.9,280.0,372.7,False,False
98466,720575940630407388,lLN2T_b,central,right,364.3,370.0,276.2,368.2,False,False
3803,720575940606751922,lLN2X12,central,left,362.9,370.0,276.9,372.7,False,False
109611,720575940632698797,VM6_adPN,central,right,362.9,370.0,278.8,372.7,False,False
34894,720575940618385620,lLN2T_d,central,left,362.9,367.1,275.6,368.2,False,False
116461,720575940634949311,lLN2P_c,central,right,362.9,371.4,278.8,372.7,False,False
106376,720575940631975884,lLN2X12,central,left,362.9,370.0,277.5,368.2,False,False
31449,720575940617586757,lLN2X12,central,left,362.9,370.0,278.1,368.2,False,False
104262,720575940631497078,lLN2P_a,central,left,362.9,368.6,276.9,368.2,False,False
75069,720575940626143806,V_ilPN,central,right,361.4,370.0,276.2,368.2,False,False
46961,720575940621040737,PPL101,central,left,361.4,375.7,280.6,372.7,False,False
26371,720575940616169578,lLN2T_b,central,left,361.4,368.6,276.2,368.2,False,False
117910,720575940635468991,LHPV12a1,central,left,360.0,367.1,274.4,368.2,False,False
76188,720575940626378242,lLN2P_a,central,right,358.6,362.9,272.5,363.6,False,False
49574,720575940621500865,lLN2P_a,central,right,358.6,365.7,273.8,363.6,False,False
114898,720575940634303132,lLN2P_a,central,right,358.6,367.1,275.0,363.6,False,False
31895,720575940617691170,PPL101,central,right,357.1,370.0,278.8,372.7,False,False
138204,720575940659611777,VP1d+VP4_l2PN2,central,left,357.1,364.3,273.1,363.6,False,False
121250,720575940636873791,VA6_adPN,central,left,357.1,364.3,273.1,363.6,False,False
38955,720575940619411147,VP1m_l2PN,central,left,357.1,364.3,273.1,368.2,False,False
70557,720575940625251401,lLN2T_d,central,left,357.1,358.6,270.0,359.1,False,False
122856,720575940637594334,VA6_adPN,central,right,355.7,361.4,272.5,363.6,False,False
2419,720575940605883569,lLN2P_b,central,right,352.9,360.0,270.0,359.1,False,False
13593,720575940612284569,VP1d+VP4_l2PN1,central,left,352.9,360.0,268.8,359.1,False,False
111976,720575940633294796,lLN2T_b,central,right,352.9,360.0,268.8,359.1,False,False
12826,720575940612003441,LHPD5c1,central,left,351.4,355.7,266.2,354.5,False,False
30354,720575940617302365,MBON07,central,left,351.4,361.4,271.9,359.1,False,False
5541,720575940608124338,M_vPNml50,central,left,351.4,355.7,267.5,359.1,False,False
97568,720575940630225403,lLN2X12,central,right,351.4,360.0,268.8,359.1,False,False
56180,720575940622650879,lLN2X12,central,right,350.0,357.1,268.1,359.1,False,False
202,720575940603464672,VL2a_adPN,central,right,348.6,354.3,266.2,359.1,False,False
104922,720575940631630021,M_vPNml50,central,left,348.6,352.9,264.4,354.5,False,False
137162,720575940652390134,MBON07,central,left,347.1,358.6,268.8,359.1,False,False
72168,720575940625584484,lLN2X10,central,right,347.1,354.3,266.9,359.1,False,False
34534,720575940618295454,VL2a_adPN,central,left,347.1,352.9,265.0,354.5,False,False
106035,720575940631907159,lLN2T_d,central,right,347.1,352.9,265.0,354.5,False,False
100958,720575940630864847,MBON09,central,right,347.1,361.4,270.0,359.1,False,False
85796,720575940628023685,ALBN1,central,left,347.1,351.4,263.1,354.5,False,False
99180,720575940630546540,V_ilPN,central,left,347.1,355.7,266.9,354.5,False,False
31316,720575940617552340,MBON02,central,right,347.1,358.6,269.4,354.5,False,False
61301,720575940623528925,DM4_adPN,central,left,345.7,324.3,243.1,322.7,False,False
132484,720575940643696288,MBON14,central,left,345.7,355.7,267.5,354.5,False,False
10231,720575940610964946,MBON09,central,right,344.3,358.6,268.8,359.1,False,False
12678,720575940611944914,lLN2P_a,central,left,344.3,350.0,262.5,350.0,False,False
27377,720575940616463477,MBON22,central,left,342.9,355.7,265.6,350.0,False,False
108921,720575940632535756,MBON14,central,left,342.9,354.3,265.0,354.5,False,False
84130,720575940627737365,lLN2X10,central,left,342.9,350.0,262.5,350.0,False,False
68599,720575940624879911,VP1d+VP4_l2PN1,central,right,341.4,348.6,261.2,345.5,False,False
63035,720575940623875819,M_adPNm3,central,left,341.4,351.4,261.9,345.5,False,False
9366,720575940610530606,LHAV3f1,central,right,341.4,351.4,263.8,350.0,False,False
5737,720575940608252082,LHCENT1,central,left,341.4,345.7,258.1,345.5,False,False
16659,720575940613203119,VP3+VP1l_ivPN,central,right,341.4,348.6,260.6,345.5,False,False
100454,720575940630770042,DM1_lPN,central,left,341.4,348.6,260.0,345.5,False,False
110266,720575940632835688,lLN2T_d,central,right,340.0,344.3,257.5,345.5,False,False
46954,720575940621039952,LHPD5c1,central,right,340.0,341.4,257.5,345.5,False,False
64506,720575940624117245,MBON01,central,right,338.6,351.4,263.1,354.5,False,False
127676,720575940639697827,MBON14,central,right,338.6,350.0,264.4,354.5,False,False
120041,720575940636316023,LHAV3f1,central,left,338.6,348.6,259.4,345.5,False,False
128444,720575940640031360,LHCENT1,central,right,338.6,341.4,258.8,340.9,False,False
11094,720575940611352014,VP3+VP1l_ivPN,central,left,338.6,345.7,259.4,345.5,False,False
5727,720575940608241365,lLN2X10,central,left,337.1,342.9,257.5,345.5,False,False
30002,720575940617207185,DL5_adPN,central,left,337.1,342.9,258.8,345.5,False,False
19102,720575940614026193,MBON14,central,right,337.1,348.6,261.2,350.0,False,False
86813,720575940628200506,M_l2PNl21,central,left,337.1,340.0,256.2,340.9,False,False
37182,720575940618943389,PPL106,central,right,335.7,348.6,260.6,345.5,False,False
88385,720575940628455942,CRE011,central,right,334.3,345.7,255.6,340.9,False,False
129322,720575940640415859,lLN2X07,central,right,334.3,340.0,256.2,340.9,False,False
90156,720575940628783363,MBON07,central,right,334.3,345.7,260.0,345.5,False,False
60420,720575940623381956,MBON07,central,right,332.9,345.7,260.6,345.5,False,False
111666,720575940633212441,lLN2X07,central,left,332.9,340.0,254.4,336.4,False,False
138553,720575940661114753,M_imPNl92,central,right,328.6,335.7,251.9,336.4,False,False
24341,720575940615594658,M_l2PNl23,central,left,327.1,335.7,250.6,336.4,False,False
37714,720575940619071005,DM1_lPN,central,right,324.3,332.9,250.0,336.4,False,False
120390,720575940636489140,LHCENT3,central,left,324.3,332.9,248.1,331.8,False,False
603,720575940604352172,DA4m_adPN,central,right,322.9,328.6,248.1,327.3,False,False
126309,720575940639080765,DL5_adPN,central,right,322.9,328.6,247.5,331.8,False,False
19724,720575940614238114,M_imPNl92,central,left,321.4,327.1,244.4,322.7,False,False
116768,720575940635066975,VP1m_l2PN,central,right,321.4,327.1,246.2,331.8,False,False
77711,720575940626675837,VP1d+VP4_l2PN2,central,right,321.4,327.1,244.4,327.3,False,False
122692,720575940637526190,VC1_lPN,central,left,320.0,325.7,245.0,327.3,False,False
100252,720575940630736123,LHAV3k1,central,left,320.0,327.1,245.0,327.3,False,False
105143,720575940631683927,M_l2PNl20,central,right,320.0,325.7,243.8,322.7,False,False
87747,720575940628352850,DNb05,descending,left,318.6,325.7,244.4,322.7,False,True
37755,720575940619078091,lLN2X10,central,right,318.6,325.7,245.0,327.3,False,False
6994,720575940609180611,PPL106,central,left,314.3,325.7,245.0,327.3,False,False
66879,720575940624539284,MBON18,central,left,314.3,327.1,245.0,327.3,False,False
106148,720575940631930828,DA4m_adPN,central,left,314.3,321.4,240.6,318.2,False,False
130898,720575940641592795,lLN2X06,central,left,314.3,321.4,241.2,322.7,False,False
137062,720575940651758838,lLN2X07,central,right,312.9,321.4,240.0,322.7,False,False
64910,720575940624185095,MBON02,central,left,312.9,322.9,241.9,322.7,False,False
86007,720575940628059722,M_l2PN3t18,central,left,312.9,318.6,240.0,318.2,False,False
44320,720575940620595053,VL1_ilPN,central,left,311.4,317.1,238.1,318.2,False,False
23582,720575940615366055,DM4_adPN,central,right,311.4,278.6,207.5,277.3,False,False
111548,720575940633190847,VC1_lPN,central,right,310.0,315.7,237.5,318.2,False,False
116755,720575940635063135,MBON22,central,right,310.0,321.4,240.6,318.2,False,False
22870,720575940615160386,VL1_ilPN,central,right,310.0,315.7,236.2,313.6,False,False
3627,720575940606664894,CRE042,central,right,308.6,318.6,240.6,318.2,False,False
10480,720575940611079236,VA2_adPN,central,left,308.6,312.9,235.6,313.6,False,False
66466,720575940624449318,SIP087,central,left,305.7,314.3,235.0,318.2,False,False
26037,720575940616079035,DL1_adPN,central,left,305.7,312.9,233.1,309.1,False,False
20013,720575940614326162,M_adPNm3,central,right,305.7,311.4,232.5,313.6,False,False
105626,720575940631801671,M_l2PNl23,central,right,304.3,312.9,232.5,309.1,False,False
3826,720575940606762686,M_l2PNl20,central,left,304.3,307.1,230.6,309.1,False,False
89673,720575940628695043,CRE011,central,left,304.3,312.9,230.6,309.1,False,False
61850,720575940623636957,LHCENT9,central,right,302.9,308.6,230.6,304.5,False,False
107234,720575940632167085,DL1_adPN,central,right,301.4,308.6,230.0,309.1,False,False
50704,720575940621684358,SIP087,central,right,301.4,310.0,230.6,304.5,False,False
55179,720575940622457443,lLN2X06,central,right,301.4,308.6,231.2,304.5,False,False
47702,720575940621167681,LHAD1f2,central,left,300.0,307.1,230.0,304.5,False,False
31319,720575940617552541,M_l2PN3t18,central,left,298.6,304.3,227.5,304.5,False,False
123655,720575940637934308,MBON30,central,right,298.6,311.4,233.1,309.1,False,False
60448,720575940623387786,SMP177,central,left,295.7,302.9,228.1,304.5,False,False
123727,720575940637966682,LHAV3k1,central,right,295.7,297.1,220.6,290.9,False,False
58118,720575940622997453,MBON18,central,right,295.7,308.6,230.6,309.1,False,False
115866,720575940634707863,LHCENT2,central,left,294.3,300.0,223.1,300.0,False,False
8898,720575940610292430,M_l2PN3t18,central,right,292.9,300.0,225.0,300.0,False,False
120619,720575940636576948,OA-VUMa2,central,center,292.9,297.1,223.7,300.0,False,False
47567,720575940621142081,CB2691,central,right,292.9,298.6,224.4,300.0,False,False
128090,720575940639878589,CB3417,central,left,292.9,298.6,223.7,300.0,False,False
93663,720575940629461442,DNb05,descending,right,291.4,297.1,223.7,295.5,False,False
121757,720575940637098352,LHCENT3,central,right,291.4,295.7,221.2,295.5,False,False
29365,720575940617021234,CB3417,central,left,291.4,298.6,223.1,300.0,False,False
125235,720575940638633535,DM2_lPN,central,left,290.0,264.3,199.4,268.2,False,False
8333,720575940609959637,MBON32,central,left,290.0,301.4,225.0,304.5,False,False
105835,720575940631858373,CB3417,central,right,288.6,295.7,220.6,295.5,False,False
79907,720575940627042064,DL1_adPN,central,right,288.6,294.3,221.2,295.5,False,False
60798,720575940623444715,VM1_lPN,central,left,288.6,292.9,220.6,290.9,False,False
424,720575940603985952,D_adPN,central,left,288.6,294.3,220.0,295.5,False,False
110217,720575940632826925,LHAV4a2,central,left,288.6,295.7,221.9,300.0,False,False
54183,720575940622284947,CB0687,central,left,288.6,297.1,222.5,295.5,False,False
114160,720575940633988633,CB2691,central,left,285.7,292.9,218.1,290.9,False,False
102657,720575940631177803,MBON24,central,left,285.7,297.1,222.5,295.5,False,False
89900,720575940628739560,VC2_lPN,central,left,284.3,292.9,218.1,286.4,False,False
83344,720575940627594568,PPL103,central,left,284.3,297.1,221.2,290.9,False,False
113509,720575940633772452,lLN2X06,central,right,284.3,290.0,217.5,286.4,False,False
38419,720575940619253809,LHAV2m1,central,left,284.3,291.4,217.5,290.9,False,False
113622,720575940633804212,D_adPN,central,left,284.3,290.0,216.9,290.9,False,False
37974,720575940619134789,SMP177,central,right,282.9,291.4,216.2,290.9,False,False
58009,720575940622977577,LHAV2m1,central,right,282.9,288.6,218.1,290.9,False,False
62192,720575940623707575,M_l2PN3t18,central,right,282.9,290.0,216.9,290.9,False,False
96808,720575940630075703,MBON12,central,left,282.9,297.1,221.2,290.9,False,False
47498,720575940621129607,LHCENT9,central,left,281.4,287.1,216.2,286.4,False,False
89212,720575940628609579,LHAV2d1,central,left,281.4,284.3,215.0,286.4,False,False
57525,720575940622894616,LHAV1a1,central,left,281.4,287.1,215.0,281.8,False,False
12623,720575940611930481,LHPV8a1,central,right,281.4,285.7,214.4,286.4,False,False
80694,720575940627160322,DC2_adPN,central,left,281.4,287.1,215.6,286.4,False,False
58856,720575940623117448,LHAV4a2,central,left,281.4,287.1,215.6,290.9,False,False
67547,720575940624680172,LHAV4a2,central,right,281.4,287.1,215.6,290.9,False,False
96558,720575940630024566,DM2_lPN,central,left,281.4,251.4,190.0,250.0,False,False
54717,720575940622368792,DL1_adPN,central,left,280.0,285.7,213.1,281.8,False,False
130303,720575940640986075,lLN2X09,central,right,280.0,284.3,214.4,286.4,False,False
120483,720575940636526308,LHAV2m1,central,left,280.0,287.1,214.4,286.4,False,False
35864,720575940618615360,M_l2PNl21,central,right,278.6,282.9,212.5,281.8,False,False
5663,720575940608199748,VC5_lvPN,central,left,278.6,284.3,213.1,281.8,False,False
116022,720575940634773951,AL-AST1,central,left,277.1,284.3,213.1,286.4,False,False
106201,720575940631942341,OA-VUMa2,central,center,277.1,284.3,215.0,286.4,False,False
73183,720575940625784153,VA7l_adPN,central,left,275.7,282.9,211.9,281.8,False,False
3472,720575940606590338,VM1_lPN,central,right,275.7,282.9,213.1,281.8,False,False
132094,720575940643100301,LAL112,central,right,275.7,284.3,210.6,281.8,False,False
129228,720575940640372021,M_vPNml50,central,right,274.3,272.9,206.2,277.3,False,False
23376,720575940615303391,lLN2X09,central,left,274.3,278.6,209.4,277.3,False,False
113066,720575940633626337,LHCENT2,central,right,274.3,278.6,209.4,272.7,False,False
34449,720575940618277184,VA7l_adPN,central,right,274.3,281.4,211.2,281.8,False,False
93320,720575940629393207,LAL112,central,left,274.3,284.3,208.1,281.8,False,False
102577,720575940631161570,DL2v_adPN,central,right,272.9,278.6,209.4,281.8,False,False
31782,720575940617668747,VA4_lPN,central,left,272.9,277.1,208.1,277.3,False,False
110871,720575940632998028,CB0687,central,right,272.9,285.7,213.1,281.8,False,False
93222,720575940629377132,LAL112,central,left,272.9,281.4,206.2,281.8,False,False
135677,720575940647147908,PPL105,central,left,271.4,281.4,211.9,281.8,False,False
66764,720575940624515571,VC5_lvPN,central,left,271.4,277.1,208.8,277.3,False,False
105,720575940602977248,LHAV2m1,central,right,271.4,278.6,208.8,277.3,False,False
101617,720575940630983954,VL1_vPN,central,right,271.4,278.6,208.8,281.8,False,False
84748,720575940627844734,D_adPN,central,left,268.6,274.3,206.9,272.7,False,False
81492,720575940627281594,VES079,central,left,268.6,275.7,207.5,277.3,False,False
32529,720575940617853986,LHPV10b1,central,right,268.6,272.9,203.1,272.7,False,False
62956,720575940623862015,VES079,central,right,268.6,275.7,205.0,277.3,False,False
46216,720575940620913773,CB1405,central,right,267.1,271.4,205.0,268.2,False,False
105468,720575940631758393,PPL103,central,right,267.1,280.0,210.0,277.3,False,False
51609,720575940621828443,MBON12,central,left,267.1,278.6,209.4,281.8,False,False
105413,720575940631742156,VA1v_vPN,central,right,265.7,272.9,205.0,272.7,False,False
96242,720575940629963855,"M_ilPNm90,M_ilPN8t91",central,right,264.3,270.0,202.5,268.2,False,False
110208,720575940632825389,LHAV4a2,central,right,264.3,271.4,201.9,272.7,False,False
62194,720575940623707831,LHPV4j4,central,left,264.3,274.3,203.8,272.7,False,False
28578,720575940616824588,DC2_adPN,central,left,264.3,270.0,201.9,272.7,False,False
87606,720575940628330885,CB3417,central,left,264.3,268.6,202.5,268.2,False,False
124200,720575940638163428,MBON06,central,left,262.9,272.9,203.8,272.7,False,False
13352,720575940612197374,D_adPN,central,right,262.9,268.6,201.2,268.2,False,False
128580,720575940640097664,LHAV4a1_b,central,left,262.9,267.1,201.9,268.2,False,False
17538,720575940613489617,LN60a,central,left,262.9,265.7,199.4,263.6,False,False
2994,720575940606246334,LHAV6b4,central,right,262.9,271.4,202.5,272.7,False,False
68496,720575940624863015,VL1_vPN,central,left,261.4,265.7,200.6,268.2,False,False
21375,720575940614727903,DM3_adPN,central,left,261.4,267.1,202.5,268.2,False,False
89000,720575940628573519,vLN25,central,right,261.4,264.3,200.0,263.6,False,False
109706,720575940632720026,VA1v_vPN,central,left,260.0,265.7,198.1,263.6,False,False
69671,720575940625056509,"M_ilPNm90,M_ilPN8t91",central,left,260.0,268.6,200.0,268.2,False,False
35386,720575940618499238,D_adPN,central,right,260.0,264.3,198.1,263.6,False,False
124499,720575940638288447,MZ_lv2PN,central,left,260.0,264.3,197.5,263.6,False,False
116735,720575940635052127,LHAV4a1_b,central,right,258.6,265.7,198.8,263.6,False,False
44002,720575940620541349,v2LN36,central,left,258.6,264.3,198.8,263.6,False,False
106982,720575940632099212,CB1405,central,left,258.6,264.3,198.1,263.6,False,False
132396,720575940643551392,LAL112,central,right,258.6,261.4,199.4,272.7,False,False
8648,720575940610157688,lLN10,central,left,258.6,265.7,198.8,263.6,False,False
43616,720575940620467438,DL2v_adPN,central,left,258.6,265.7,198.8,268.2,False,False
876,720575940604714464,LHPD4d1,central,right,257.1,261.4,197.5,263.6,False,False
10365,720575940611022515,DL2v_adPN,central,left,257.1,264.3,198.1,263.6,False,False
103447,720575940631321704,AL-AST1,central,right,257.1,261.4,195.6,259.1,False,False
134205,720575940645372964,CB3417,central,right,257.1,262.9,199.4,263.6,False,False
