model_index,root_id,cell_type,super_class,side,hz_LC4,hz_outside,hz_final_200ms,driven,is_readout
57682,720575940622920461,"PVLP004,PVLP005",central,right,14.3,0.0,0.0,False,False
9033,720575940610375214,VES012,central,left,14.3,1.4,0.0,False,False
134188,720575940645360663,Lawf2,optic,right,14.3,0.0,0.0,False,False
94148,720575940629545883,Lawf2,optic,right,14.3,0.0,0.0,False,False
18049,720575940613639538,Lawf2,optic,left,14.3,0.0,0.0,False,False
18171,720575940613681314,PS175,central,left,14.3,1.4,0.0,False,False
115673,720575940634638562,Dm17,optic,right,12.9,0.0,0.0,False,False
92174,720575940629155227,DNpe021,descending,right,12.9,0.0,0.0,False,False
93663,720575940629461442,DNb05,descending,right,12.9,0.0,0.0,False,False
83646,720575940627657734,CB0158,central,left,12.9,0.0,0.0,False,False
84431,720575940627787609,DNa01,descending,left,12.9,0.0,0.0,False,False
68811,720575940624915128,WED015,central,right,12.9,1.4,0.0,False,False
66381,720575940624434323,VES005,central,right,12.9,0.0,0.0,False,False
54702,720575940622366814,LC14a1,optic,left,12.9,0.0,0.0,False,False
21825,720575940614849832,Lawf2,optic,left,12.9,0.0,0.0,False,False
23737,720575940615408490,Lawf2,optic,right,12.9,0.0,0.0,False,False
108433,720575940632427112,Sm32,optic,left,12.9,1.4,0.0,False,False
108180,720575940632387353,CB2251,central,left,12.9,0.0,0.0,False,False
109735,720575940632726220,CB0857,central,right,12.9,0.0,0.0,False,False
93492,720575940629426025,PLP034,central,left,12.9,0.0,0.0,False,False
135743,720575940647253795,MeMe_e02,optic,left,12.9,0.0,0.0,False,False
71821,720575940625508610,MTe37,visual_projection,left,11.4,0.0,0.0,False,False
99368,720575940630580854,CB0875,motor,left,11.4,0.0,0.0,False,False
109329,720575940632634532,DNg57,descending,right,11.4,0.0,0.0,False,False
3448,720575940606574091,"PVLP004,PVLP005",central,right,11.4,0.0,0.0,False,False
18975,720575940613977494,AVLP399,central,left,11.4,1.4,0.0,False,False
56364,720575940622680724,LC31b,visual_projection,right,11.4,0.0,0.0,False,False
35093,720575940618432185,Lawf2,optic,right,11.4,0.0,0.0,False,False
56088,720575940622633716,DNge041,descending,left,11.4,0.0,0.0,False,False
7153,720575940609268491,SAD064,central,left,11.4,0.0,0.0,False,False
6995,720575940609180718,LC14a1,optic,left,11.4,0.0,0.0,False,False
82071,720575940627371326,Lawf2,optic,right,10.0,0.0,0.0,False,False
90489,720575940628834151,CB3716,central,left,10.0,0.0,0.0,False,False
26957,720575940616340639,CB0720,motor,left,10.0,0.0,0.0,False,False
82803,720575940627495452,Lawf2,optic,right,10.0,0.0,0.0,False,False
137390,720575940653213174,LMa2,optic,right,10.0,0.0,0.0,False,False
80187,720575940627083397,PVLP150,central,right,10.0,0.0,0.0,False,False
50472,720575940621646730,"PVLP004,PVLP005",central,left,10.0,0.0,0.0,False,False
25541,720575940615954070,Lawf2,optic,right,10.0,0.0,0.0,False,False
21398,720575940614734754,CB0783,motor,right,10.0,0.0,0.0,False,False
70426,720575940625214183,Lawf2,optic,right,10.0,0.0,0.0,False,False
64520,720575940624121161,DNpe027,descending,right,10.0,0.0,0.0,False,False
30632,720575940617374242,LAL121,central,right,10.0,0.0,0.0,False,False
101293,720575940630927104,Lawf2,optic,right,10.0,0.0,0.0,False,False
58534,720575940623062515,DNa05,descending,right,10.0,0.0,0.0,False,False
89378,720575940628641127,CL140,central,left,10.0,0.0,0.0,False,False
103318,720575940631299602,CB0124,central,right,10.0,0.0,0.0,False,False
32801,720575940617921861,Lawf2,optic,right,10.0,0.0,0.0,False,False
86381,720575940628120744,LT82b,visual_projection,right,10.0,0.0,0.0,False,False
66804,720575940624525043,CRE041,central,left,8.6,0.0,0.0,False,False
59180,720575940623164685,DNge003,descending,left,8.6,0.0,0.0,False,False
119965,720575940636280809,LCe07,visual_projection,left,8.6,0.0,0.0,False,False
132102,720575940643118733,LT51,visual_projection,left,8.6,0.0,0.0,False,False
92589,720575940629240263,DNge041,descending,right,8.6,0.0,0.0,False,False
83920,720575940627706398,VCH,visual_centrifugal,left,8.6,0.0,0.0,False,False
26746,720575940616286175,DNa13,descending,left,8.6,0.0,0.0,False,False
15463,720575940612856434,CL361,central,left,8.6,0.0,0.0,False,False
138340,720575940660233601,CB0857,central,left,8.6,0.0,0.0,False,False
25432,720575940615922971,"PVLP004,PVLP005",central,left,8.6,0.0,0.0,False,False
6027,720575940608451420,CB0565,central,left,8.6,0.0,0.0,False,False
31232,720575940617530525,CB2695,central,left,8.6,0.0,0.0,False,False
129909,720575940640749171,Lawf2,optic,right,7.1,0.0,0.0,False,False
128480,720575940640048974,Lawf2,optic,left,7.1,0.0,0.0,False,False
82300,720575940627410451,CB0858,motor,left,7.1,0.0,0.0,False,False
37180,720575940618942977,Sm32,optic,left,7.1,0.0,0.0,False,False
82960,720575940627522691,Lai,optic,right,7.1,0.0,0.0,False,False
74758,720575940626082588,Lawf2,optic,right,7.1,0.0,0.0,False,False
37947,720575940619127256,Lawf2,optic,right,7.1,0.0,0.0,False,False
81160,720575940627225743,CB3162,central,left,7.1,0.0,0.0,False,False
52745,720575940622051572,Lawf2,optic,right,7.1,0.0,0.0,False,False
55226,720575940622466565,aMe6a,visual_projection,right,7.1,0.0,0.0,False,False
90454,720575940628826128,CB0858,motor,right,7.1,0.0,0.0,False,False
89589,720575940628680177,AN_multi_124,ascending,right,7.1,0.0,0.0,False,False
48517,720575940621319924,CB0283,central,right,7.1,0.0,0.0,False,False
105256,720575940631708973,SAD084,central,left,7.1,0.0,0.0,False,False
46971,720575940621042292,Lawf2,optic,right,7.1,0.0,0.0,False,False
109416,720575940632652600,Lawf2,optic,right,7.1,0.0,0.0,False,False
105290,720575940631715896,CB0706,motor,right,7.1,0.0,0.0,False,False
111464,720575940633170643,DNp08,descending,right,7.1,0.0,0.0,False,False
33403,720575940618058048,PS049,central,right,7.1,0.0,0.0,False,False
32003,720575940617720577,"LAL160,LAL161",central,right,7.1,0.0,0.0,False,False
101584,720575940630979659,Lawf2,optic,right,7.1,0.0,0.0,False,False
64082,720575940624047615,Lawf2,optic,right,7.1,0.0,0.0,False,False
102124,720575940631082808,MDN,descending,left,7.1,0.0,0.0,False,False
100511,720575940630778746,Lawf2,optic,left,7.1,0.0,0.0,False,False
88284,720575940628437291,DNp35,descending,left,7.1,0.0,0.0,False,False
93235,720575940629379402,Lai,optic,right,7.1,0.0,0.0,False,False
57857,720575940622950084,Lawf2,optic,right,7.1,0.0,0.0,False,False
131033,720575940641706184,PVLP138,central,right,7.1,0.0,0.0,False,False
133471,720575940644726432,CB0703,motor,right,7.1,0.0,0.0,False,False
133464,720575940644722592,Lai,optic,right,7.1,0.0,0.0,False,False
58249,720575940623016709,LMa1,optic,right,7.1,0.0,0.0,False,False
3273,720575940606464102,Lawf2,optic,right,7.1,0.0,0.0,False,False
1755,720575940605462961,Lawf2,optic,right,7.1,0.0,0.0,False,False
118933,720575940635837887,CB0204,central,left,7.1,0.0,0.0,False,False
12412,720575940611849934,Lawf2,optic,right,7.1,0.0,0.0,False,False
12903,720575940612033253,CB0543,central,left,7.1,0.0,0.0,False,False
13544,720575940612267362,Lawf2,optic,right,7.1,0.0,0.0,False,False
135567,720575940647010356,CB0806,central,left,7.1,0.0,0.0,False,False
135864,720575940647436835,AVLP084,central,right,7.1,0.0,0.0,False,False
122882,720575940637607646,DNa13,descending,right,7.1,0.0,0.0,False,False
124715,720575940638397150,Lawf2,optic,right,7.1,0.0,0.0,False,False
125275,720575940638642776,LC14a1,optic,right,7.1,0.0,0.0,False,False
125443,720575940638720070,cL18,visual_centrifugal,left,5.7,1.4,0.0,False,False
126911,720575940639352483,AVLP537,central,left,5.7,1.4,0.0,False,False
11709,720575940611588835,SAD049,central,left,5.7,0.0,0.0,False,False
120807,720575940636656632,DNg74_b,descending,left,5.7,0.0,0.0,False,False
8808,720575940610236514,MDN,descending,right,5.7,0.0,0.0,False,False
18131,720575940613668266,AVLP432,central,left,5.7,0.0,0.0,False,False
18198,720575940613686698,Sm41,optic,left,5.7,0.0,0.0,False,False
83388,720575940627604977,AVLP537,central,right,5.7,0.0,0.0,False,False
27707,720575940616558548,MeMe_e01,optic,left,5.7,0.0,0.0,False,False
54791,720575940622382686,Lawf2,optic,right,5.7,0.0,0.0,False,False
135896,720575940647474979,CB0882,motor,left,5.7,0.0,0.0,False,False
112096,720575940633328098,CL361,central,right,5.7,0.0,0.0,False,False
14249,720575940612488341,DNpe045,descending,right,5.7,0.0,0.0,False,False
75049,720575940626138701,CB0556,central,left,5.7,0.0,0.0,False,False
79397,720575940626961241,CB0806,central,right,5.7,0.0,0.0,False,False
39927,720575940619676224,PPL202,central,right,5.7,0.0,0.0,False,False
17246,720575940613408552,DNa13,descending,left,5.7,0.0,0.0,False,False
14415,720575940612537061,CB0358,central,right,5.7,0.0,0.0,False,False
14318,720575940612506994,CB3390,central,right,5.7,0.0,0.0,False,False
99844,720575940630668538,MeMe_e02,optic,left,5.7,0.0,0.0,False,False
60405,720575940623379750,CB0773,central,left,5.7,0.0,0.0,False,False
65836,720575940624338056,Dm17,optic,right,5.7,0.0,0.0,False,False
29523,720575940617064716,cM02b,visual_centrifugal,right,5.7,0.0,0.0,False,False
71790,720575940625502666,DNa13,descending,right,5.7,0.0,0.0,False,False
119285,720575940635967118,PVLP115,central,left,4.3,0.0,0.0,False,False
10972,720575940611292622,CL029b,central,right,4.3,0.0,0.0,False,False
22214,720575940614979634,PVLP030,central,right,4.3,0.0,0.0,False,False
75822,720575940626308697,CB0761,central,left,4.3,0.0,0.0,False,False
114049,720575940633942445,CB0206,central,left,4.3,0.0,0.0,False,False
137452,720575940653399030,LMa2,optic,left,4.3,0.0,0.0,False,False
129127,720575940640331472,MDN,descending,right,4.3,0.0,0.0,False,False
26968,720575940616344518,Lawf2,optic,right,4.3,0.0,0.0,False,False
27878,720575940616604817,DNpe023,descending,left,4.3,0.0,0.0,False,False
61866,720575940623638781,Lawf2,optic,right,4.3,0.0,0.0,False,False
24642,720575940615684242,LT40,visual_centrifugal,right,4.3,0.0,0.0,False,False
88713,720575940628522540,IB092,central,left,4.3,0.0,0.0,False,False
87495,720575940628314667,CL066,central,left,4.3,0.0,0.0,False,False
41999,720575940620123631,CB0079,central,right,4.3,0.0,0.0,False,False
21750,720575940614828082,IB065,central,right,4.3,0.0,0.0,False,False
64902,720575940624184063,Lawf2,optic,left,4.3,0.0,0.0,False,False
67714,720575940624710653,CB0543,central,right,4.3,0.0,0.0,False,False
92995,720575940629328172,PVLP070,central,right,4.3,0.0,0.0,False,False
64005,720575940624033516,PVLP070,central,right,4.3,0.0,0.0,False,False
16754,720575940613235865,"AVLP530,AVLP561",central,right,4.3,0.0,0.0,False,False
108862,720575940632524559,DNg70,descending,right,4.3,0.0,0.0,False,False
82004,720575940627357457,PAL01,central,right,4.3,0.0,0.0,False,False
126371,720575940639112765,CB0539,central,left,2.9,0.0,0.0,False,False
57822,720575940622945037,LNO2,central,left,2.9,0.0,0.0,False,False
135141,720575940646419747,5-HTPLP01,central,left,2.9,0.0,0.0,False,False
105242,720575940631705130,DNg111,descending,left,2.9,0.0,0.0,False,False
105517,720575940631770593,CB0431,central,left,2.9,0.0,0.0,False,False
38220,720575940619199301,Lawf2,optic,right,2.9,0.0,0.0,False,False
81594,720575940627293540,CB0806,central,left,2.9,0.0,0.0,False,False
110519,720575940632900665,DNpe022,descending,right,2.9,0.0,0.0,False,False
108315,720575940632407826,DNg70,descending,left,2.9,0.0,0.0,False,False
106856,720575940632076751,MeMe_e04,visual_projection,left,2.9,0.0,0.0,False,False
111648,720575940633208647,PS065,central,left,2.9,0.0,0.0,False,False
113607,720575940633800860,CB0679,central,right,2.9,0.0,0.0,False,False
121815,720575940637126286,Lawf2,optic,right,2.9,0.0,0.0,False,False
117255,720575940635211115,CB0865,central,right,2.9,0.0,0.0,False,False
28510,720575940616807897,"LAL074,LAL084",central,left,2.9,0.0,0.0,False,False
137748,720575940655000737,LT51,visual_projection,left,2.9,0.0,0.0,False,False
138436,720575940660573313,Lawf2,optic,right,2.9,0.0,0.0,False,False
22888,720575940615167919,Lawf2,optic,left,2.9,0.0,0.0,False,False
88558,720575940628490513,MTe15,visual_projection,left,2.9,0.0,0.0,False,False
87986,720575940628387587,CB0539,central,right,2.9,0.0,0.0,False,False
42165,720575940620157093,CB3579,central,left,2.9,0.0,0.0,False,False
93249,720575940629380938,Lai,optic,right,2.9,0.0,0.0,False,False
94553,720575940629638262,LTe27,visual_projection,left,2.9,0.0,0.0,False,False
98097,720575940630327290,Lawf2,optic,right,2.9,0.0,0.0,False,False
94159,720575940629547991,"LAL160,LAL161",central,left,2.9,0.0,0.0,False,False
21556,720575940614775592,PAL01,central,left,2.9,0.0,0.0,False,False
134613,720575940645742884,LAL127,central,left,2.9,0.0,0.0,False,False
20169,720575940614374034,CL063,central,right,2.9,0.0,0.0,False,False
38930,720575940619404155,Lawf2,optic,right,2.9,0.0,0.0,False,False
102243,720575940631100665,Lawf2,optic,right,2.9,0.0,0.0,False,False
43649,720575940620474278,CB0865,central,right,2.9,0.0,0.0,False,False
44833,720575940620678772,LAL016,central,right,2.9,0.0,0.0,False,False
59797,720575940623274966,DNpe037,descending,left,2.9,0.0,0.0,False,False
103229,720575940631283512,CB0556,central,right,2.9,0.0,0.0,False,False
20378,720575940614434302,CB1378,central,right,2.9,0.0,0.0,False,False
1829,720575940605530336,Lawf2,optic,left,1.4,0.0,0.0,False,False
2793,720575940606112940,DNg13,descending,right,1.4,0.0,0.0,False,False
121801,720575940637118527,WED015,central,right,1.4,0.0,0.0,False,False
11861,720575940611644529,DNp06,descending,right,1.4,0.0,0.0,False,False
10228,720575940610962069,AVLP435b,central,right,1.4,0.0,0.0,False,False
130499,720575940641188304,LCe06,visual_projection,right,1.4,0.0,0.0,False,False
125853,720575940638900799,Lawf2,optic,right,1.4,0.0,0.0,False,False
126322,720575940639086399,LMa2,optic,left,1.4,0.0,0.0,False,False
11394,720575940611473618,Lawf2,optic,left,1.4,0.0,0.0,False,False
56868,720575940622764058,Sm32,optic,left,1.4,0.0,0.0,False,False
132256,720575940643326349,CB1734,central,left,1.4,0.0,0.0,False,False
9313,720575940610505006,DNp103,descending,right,1.4,0.0,0.0,False,False
121016,720575940636762479,LMa2,optic,right,1.4,0.0,0.0,False,False
57208,720575940622828056,SMP181,central,right,1.4,0.0,0.0,False,False
3938,720575940606852018,CB0358,central,left,1.4,0.0,0.0,False,False
76883,720575940626522155,AVLP305,central,left,1.4,0.0,0.0,False,False
83254,720575940627578055,LAL120b,central,left,1.4,0.0,0.0,False,False
86874,720575940628209801,AN_multi_124,ascending,left,1.4,0.0,0.0,False,False
61306,720575940623529315,Lawf2,optic,right,1.4,0.0,0.0,False,False
60704,720575940623433725,AVLP505,central,right,1.4,0.0,0.0,False,False
59804,720575940623276168,DNp35,descending,right,1.4,0.0,0.0,False,False
42563,720575940620241573,PS203a,central,left,1.4,0.0,0.0,False,False
44584,720575940620638373,Lawf2,optic,right,1.4,0.0,0.0,False,False
46248,720575940620918789,DNa03,descending,left,1.4,0.0,0.0,False,False
46533,720575940620963920,Lawf2,optic,right,1.4,0.0,0.0,False,False
18060,720575940613643122,LMa1,optic,right,1.4,0.0,0.0,False,False
32048,720575940617730265,Lawf2,optic,right,1.4,0.0,0.0,False,False
30279,720575940617286027,Lawf2,optic,right,1.4,0.0,0.0,False,False
130005,720575940640788725,PS088,central,left,1.4,0.0,0.0,False,False
29487,720575940617048550,VES076,central,right,1.4,0.0,0.0,False,False
133704,720575940644928547,VES057,central,right,1.4,0.0,0.0,False,False
20006,720575940614324008,Lawf2,optic,right,1.4,0.0,0.0,False,False
134236,720575940645398551,Lawf2,optic,right,1.4,0.0,0.0,False,False
67316,720575940624628715,Lawf2,optic,left,1.4,0.0,0.0,False,False
70848,720575940625313468,Lawf2,optic,left,1.4,0.0,0.0,False,False
70588,720575940625259056,LCNOp,central,left,1.4,0.0,0.0,False,False
68389,720575940624845053,Lawf2,optic,left,1.4,0.0,0.0,False,False
72792,720575940625706288,Lawf2,optic,right,1.4,0.0,0.0,False,False
72719,720575940625694034,"PVLP004,PVLP005",central,right,1.4,0.0,0.0,False,False
97113,720575940630140119,CRE041,central,right,1.4,0.0,0.0,False,False
97451,720575940630204155,cL22b,visual_centrifugal,left,1.4,0.0,0.0,False,False
99782,720575940630657015,PS232,central,left,1.4,0.0,0.0,False,False
89492,720575940628659650,LAL127,central,left,1.4,0.0,0.0,False,False
89423,720575940628648903,Lawf2,optic,right,1.4,0.0,0.0,False,False
87834,720575940628363283,Lai,optic,right,1.4,0.0,0.0,False,False
88403,720575940628459011,CB0549,central,left,1.4,0.0,0.0,False,False
42282,720575940620182181,CB0004,motor,right,1.4,0.0,0.0,False,False
40177,720575940619728037,VES077,central,right,1.4,0.0,0.0,False,False
79732,720575940627015196,DNg108,descending,left,1.4,0.0,0.0,False,False
80216,720575940627087646,DNg74_b,descending,right,1.4,0.0,0.0,False,False
106710,720575940632043576,DNg108,descending,right,1.4,0.0,0.0,False,False
90315,720575940628805448,"SMP544,LAL134",central,left,1.4,0.0,0.0,False,False
61826,720575940623632904,LAL014,central,left,1.4,0.0,0.0,False,False
62546,720575940623781127,DNp103,descending,left,1.4,0.0,0.0,False,False
113916,720575940633901395,CB0584,central,right,1.4,0.0,0.0,False,False
22392,720575940615036319,CB0757,central,right,1.4,0.0,0.0,False,False
112547,720575940633471583,LC14a1,optic,right,1.4,0.0,0.0,False,False
112729,720575940633529548,DNg74_a,descending,left,1.4,0.0,0.0,False,False
74942,720575940626112062,LAL014,central,right,1.4,0.0,0.0,False,False
28270,720575940616736230,"PVLP004,PVLP005",central,left,1.4,0.0,0.0,False,False
26140,720575940616111243,CB1734,central,right,1.4,0.0,0.0,False,False
25252,720575940615868010,PS018b,central,left,1.4,0.0,0.0,False,False
16326,720575940613100723,Lawf2,optic,left,1.4,0.0,0.0,False,False
14887,720575940612684054,Lawf2,optic,right,1.4,0.0,0.0,False,False
25038,720575940615798470,DNpe022,descending,left,1.4,0.0,0.0,False,False
26743,720575940616285151,PLP075,central,right,1.4,0.0,0.0,False,False
52559,720575940622018217,LAL040,central,left,1.4,0.0,0.0,False,False
52505,720575940622007472,cM11,visual_centrifugal,left,1.4,0.0,0.0,False,False
116937,720575940635119723,LHAD1g1,central,left,1.4,0.0,0.0,False,False
117468,720575940635283808,Lawf2,optic,left,1.4,0.0,0.0,False,False
56320,720575940622673860,DNp06,descending,left,1.4,0.0,0.0,False,False
55407,720575940622500172,DNg74_a,descending,right,1.4,0.0,0.0,False,False
54792,720575940622382942,Lawf2,optic,right,1.4,0.0,0.0,False,False
5925,720575940608368818,CB0124,central,left,1.4,0.0,0.0,False,False
